"","Ajellomyces_dermatitidis","Paracoccidioides_lutzii","Talaromyces_stipitatus","Aspergillus_terreus","Aspergillus_oryzae","Aspergillus_niger","Penicillium_digitatum","Fonsecaea_erecta","Endocarpon_pusillum","Marssonina_brunnea","Diplodia_corticola","Leptosphaeria_maculans","Setosphaeria_turcica","Selaginella_moellendorffii","Zymoseptoria_tritici","Pseudocercospora_fijiensis","Grosmannia_clavigera","Eutypa_lata","Colletotrichum_graminicola","Verticillium_alfalfae","Fusarium_oxysporum","Atta_colombica","Pochonia_chlamydosporia","Chaetomium_thermophilum","Thielavia_terrestris","Aphanomyces_astaci","Neurospora_crassa","Sugiyamaella_lignohabitans","Metschnikowia_bicuspidata","Lodderomyces_elongisporus","Candida_tropicalis","Candida_albicans","Spathaspora_passalidarum","Kuraishia_capsulata","Pichia_kudriavzevii","Ogataea_parapolymorpha","Tetrapisispora_blattae","Tetrapisispora_phaffii","Kazachstania_africana","Lachancea_thermotolerans","Lachancea_lanzarotensis","Kluyveromyces_marxianus","Kluyveromyces_lactis","Eremothecium_cymbalariae","Kazachstania_naganishii","Candida_glabrata","Vanderwaltozyma_polyspora","Zygosaccharomyces_rouxii","Torulaspora_delbrueckii","Naumovozyma_dairenensis","Drosophila_ficusphila","Saccharomyces_cerevisiae","Saccharomyces_paradoxus","Saccharomyces_bayanus","Saccharomyces_mikatae","Naumovozyma_castellii","Pneumocystis_murina","Pneumocystis_jirovecii","Lobosporangium_transversale","Emiliania_huxleyi","Capsaspora_owczarzaki","Salpingoeca_rosetta","Cryptosporidium_muris","Eimeria_tenella","Trypanosoma_brucei","Babesia_microti","Babesia_bovis","Babesia_bigemina","Babesia_equi","Theileria_orientalis","Theileria_parva","Theileria_annulata","Plasmodium_yoelii","Plasmodium_berghei","Amphimedon_queenslandica","Malassezia_pachydermatis","Malassezia_globosa","Kalmanozyma_brasiliensis","Ustilago_maydis","Mixia_osmundae","Cryptococcus_neoformans","Cryptococcus_gattii","Trichosporon_asahii","Heterobasidion_irregulare","Gloeophyllum_trabeum","Dichomitus_squalens","Coniophora_puteana","Serpula_lacrymans","Helobdella_robusta","Phycomyces_blakesleeanus","Dictyostelium_discoideum","Phytophthora_sojae","Phaeodactylum_tricornutum","Strongylocentrotus_purpuratus","Crassostrea_gigas","Caenorhabditis_elegans","Loa_loa","Tinamus_guttatus","Camponotus_floridanus","Trachymyrmex_zeteki","Trachymyrmex_cornetzi","Papilio_machaon","Dufourea_novaeangliae","Drosophila_mojavensis","Drosophila_melanogaster","Anopheles_gambiae","Oryza_brachyantha","Branchiostoma_floridae","Taeniopygia_guttata","Nothobranchius_furzeri","Xiphophorus_maculatus","Oreochromis_niloticus","Gallus_gallus","Anas_platyrhynchos","Alligator_sinensis","Monodelphis_domestica","Macaca_mulatta","Ailuropoda_melanoleuca","Gorilla_gorilla","Equus_caballus","Cavia_porcellus","Canis_lupus","Erinaceus_europaeus","Heterocephalus_glaber","Tupaia_chinensis","Pan_troglodytes","Oryctolagus_cuniculus","Nomascus_leucogenys","Myotis_lucifugus","Mus_musculus","Coccomyxa_subellipsoidea","Chlorella_variabilis","Micromonas_pusilla","Micromonas_commoda","Ostreococcus_tauri","Ostreococcus_lucimarinus","Glycine_max","Cajanus_cajan","Phaseolus_vulgaris","Habropoda_laboriosa","Eutrema_salsugineum","Brassica_rapa","Brassica_napus","Arabidopsis_thaliana","Arabidopsis_lyrata","Daucus_carota","Agrilus_planipennis","Spinacia_oleracea","Larimichthys_crocea","Capsicum_annuum","Solanum_tuberosum","Solanum_lycopersicum","Prunus_persica","Zea_mays","Musa_acuminata","Gossypium_raimondii","Gossypium_arboreum","Cucumis_sativus","Populus_trichocarpa","Citrus_sinensis","Citrus_clementina","Morus_notabilis"
"Zymoseptoria_tritici",0.052965,0.054016,0.06469,0.072788,0.072389,0.072978,0.07326,0.059177,0.056147,0.032554,0.046132,0.213688,0.074947,0.023073,0,0.020474,0.07716,0.084545,0.088342,0.106904,0.083776,0.101742,0.08353,0.080472,0.075685,0.14545,0.083038,0.048783,0.110685,0.0723,0.070187,0.06926,0.074229,0.093249,0.120179,0.082036,0.084067,0.081183,0.076452,0.082429,0.082606,0.086425,0.087214,0.08402,0.078582,0.081874,0.079112,0.081802,0.078082,0.076508,0.079585,0.080976,0.081004,0.080994,0.081,0.078047,0.07314,0.077384,0.078667,0.14885,0.130637,0.251126,0.150575,0.215214,0.911299,0.175814,0.28444,0.224929,0.195252,0.19484,0.194532,0.196075,0.352443,0.349672,0.177109,0.136812,0.146737,0.177161,0.17569,0.201195,0.13063,0.131413,0.120006,0.09764,0.10152,0.104957,0.111623,0.11527,0.235183,0.235177,0.486251,0.176321,0.148806,0.247216,0.309194,0.673058,0.422295,0.42346,0.288498,0.288324,0.309806,0.345072,0.450734,0.483834,0.450765,0.613255,0.424037,0.31595,0.315546,0.323074,0.326256,0.320427,0.33001,0.337566,0.335791,0.328103,0.337503,0.3375,0.406314,0.340627,0.339758,0.337497,0.427571,0.603215,0.423887,0.338308,0.337506,0.3375,0.338709,0.342638,0.16092,0.185329,0.141479,0.141847,0.135017,0.134172,0.145007,0.156244,0.150929,0.144889,0.157292,0.176033,0.200218,0.157424,0.157355,0.156318,0.161738,0.162744,0.161016,0.161022,0.238405,0.244431,0.154259,0.171167,0.172706,0.155991,0.163106,0.159308,0.170289,0.16065,0.156381,0.154265
"Pseudocercospora_fijiensis",0.065171,0.066222,0.076896,0.084994,0.084595,0.085184,0.085466,0.071383,0.068353,0.04476,0.058338,0.225894,0.087153,0.035279,0.020474,0,0.089366,0.096751,0.100548,0.11911,0.095982,0.113948,0.095736,0.092678,0.087891,0.157656,0.095244,0.060989,0.122891,0.084506,0.082393,0.081466,0.086435,0.105455,0.132385,0.094242,0.096273,0.093389,0.088658,0.094635,0.094812,0.098631,0.09942,0.096226,0.090788,0.09408,0.091318,0.094008,0.090288,0.088714,0.091791,0.093182,0.09321,0.0932,0.093206,0.090253,0.085346,0.08959,0.090873,0.161056,0.142843,0.263332,0.162781,0.22742,0.923505,0.18802,0.296646,0.237135,0.207458,0.207046,0.206738,0.208281,0.364649,0.361878,0.189315,0.149018,0.158943,0.189367,0.187896,0.213401,0.142836,0.143619,0.132212,0.109846,0.113726,0.117163,0.123829,0.127476,0.247389,0.247383,0.498457,0.188527,0.161012,0.259422,0.3214,0.685264,0.434501,0.435666,0.300704,0.30053,0.322012,0.357278,0.46294,0.49604,0.462971,0.625461,0.436243,0.328156,0.327752,0.33528,0.338462,0.332633,0.342216,0.349772,0.347997,0.340309,0.349709,0.349706,0.41852,0.352833,0.351964,0.349703,0.439777,0.615421,0.436093,0.350514,0.349712,0.349706,0.350915,0.354844,0.173126,0.197535,0.153685,0.154053,0.147223,0.146378,0.157213,0.16845,0.163135,0.157095,0.169498,0.188239,0.212424,0.16963,0.169561,0.168524,0.173944,0.17495,0.173222,0.173228,0.250611,0.256637,0.166465,0.183373,0.184912,0.168197,0.175312,0.171514,0.182495,0.172856,0.168587,0.166471
"Grosmannia_clavigera",0.091907,0.092958,0.103632,0.11173,0.111331,0.11192,0.112202,0.098119,0.095089,0.071496,0.085074,0.25263,0.113889,0.071067,0.07716,0.089366,0,0.054051,0.068342,0.086904,0.063776,0.081742,0.06353,0.060472,0.055685,0.12545,0.063038,0.087725,0.149627,0.111242,0.109129,0.108202,0.113171,0.132191,0.159121,0.120978,0.123009,0.120125,0.115394,0.121371,0.121548,0.125367,0.126156,0.122962,0.117524,0.120816,0.118054,0.120744,0.117024,0.11545,0.118527,0.119918,0.119946,0.119936,0.119942,0.116989,0.112082,0.116326,0.117609,0.187792,0.169579,0.290068,0.189517,0.254156,0.950241,0.214756,0.323382,0.263871,0.234194,0.233782,0.233474,0.235017,0.391385,0.388614,0.216051,0.175754,0.185679,0.216103,0.214632,0.240137,0.169572,0.170355,0.158948,0.136582,0.140462,0.143899,0.150565,0.154212,0.274125,0.274119,0.525193,0.215263,0.187748,0.286158,0.348136,0.712,0.461237,0.462402,0.32744,0.327266,0.348748,0.384014,0.489676,0.522776,0.489707,0.652197,0.462979,0.354892,0.354488,0.362016,0.365198,0.359369,0.368952,0.376508,0.374733,0.367045,0.376445,0.376442,0.445256,0.379569,0.3787,0.376439,0.466513,0.642157,0.462829,0.37725,0.376448,0.376442,0.377651,0.38158,0.199862,0.224271,0.180421,0.180789,0.173959,0.173114,0.183949,0.195186,0.189871,0.183831,0.196234,0.214975,0.23916,0.196366,0.196297,0.19526,0.20068,0.201686,0.199958,0.199964,0.277347,0.283373,0.193201,0.210109,0.211648,0.194933,0.202048,0.19825,0.209231,0.199592,0.195323,0.193207
"Eutypa_lata",0.099292,0.100343,0.111017,0.119115,0.118716,0.119305,0.119587,0.105504,0.102474,0.078881,0.092459,0.260015,0.121274,0.078452,0.084545,0.096751,0.054051,0,0.075727,0.094289,0.071161,0.089127,0.070915,0.067857,0.06307,0.132835,0.070423,0.09511,0.157012,0.118627,0.116514,0.115587,0.120556,0.139576,0.166506,0.128363,0.130394,0.12751,0.122779,0.128756,0.128933,0.132752,0.133541,0.130347,0.124909,0.128201,0.125439,0.128129,0.124409,0.122835,0.125912,0.127303,0.127331,0.127321,0.127327,0.124374,0.119467,0.123711,0.124994,0.195177,0.176964,0.297453,0.196902,0.261541,0.957626,0.222141,0.330767,0.271256,0.241579,0.241167,0.240859,0.242402,0.39877,0.395999,0.223436,0.183139,0.193064,0.223488,0.222017,0.247522,0.176957,0.17774,0.166333,0.143967,0.147847,0.151284,0.15795,0.161597,0.28151,0.281504,0.532578,0.222648,0.195133,0.293543,0.355521,0.719385,0.468622,0.469787,0.334825,0.334651,0.356133,0.391399,0.497061,0.530161,0.497092,0.659582,0.470364,0.362277,0.361873,0.369401,0.372583,0.366754,0.376337,0.383893,0.382118,0.37443,0.38383,0.383827,0.452641,0.386954,0.386085,0.383824,0.473898,0.649542,0.470214,0.384635,0.383833,0.383827,0.385036,0.388965,0.207247,0.231656,0.187806,0.188174,0.181344,0.180499,0.191334,0.202571,0.197256,0.191216,0.203619,0.22236,0.246545,0.203751,0.203682,0.202645,0.208065,0.209071,0.207343,0.207349,0.284732,0.290758,0.200586,0.217494,0.219033,0.202318,0.209433,0.205635,0.216616,0.206977,0.202708,0.200592
"Colletotrichum_graminicola",0.103089,0.10414,0.114814,0.122912,0.122513,0.123102,0.123384,0.109301,0.106271,0.082678,0.096256,0.263812,0.125071,0.082249,0.088342,0.100548,0.068342,0.075727,0,0.033102,0.027706,0.045672,0.02746,0.056598,0.051811,0.121576,0.059164,0.098907,0.160809,0.122424,0.120311,0.119384,0.124353,0.143373,0.170303,0.13216,0.134191,0.131307,0.126576,0.132553,0.13273,0.136549,0.137338,0.134144,0.128706,0.131998,0.129236,0.131926,0.128206,0.126632,0.129709,0.1311,0.131128,0.131118,0.131124,0.128171,0.123264,0.127508,0.128791,0.198974,0.180761,0.30125,0.200699,0.265338,0.961423,0.225938,0.334564,0.275053,0.245376,0.244964,0.244656,0.246199,0.402567,0.399796,0.227233,0.186936,0.196861,0.227285,0.225814,0.251319,0.180754,0.181537,0.17013,0.147764,0.151644,0.155081,0.161747,0.165394,0.285307,0.285301,0.536375,0.226445,0.19893,0.29734,0.359318,0.723182,0.472419,0.473584,0.338622,0.338448,0.35993,0.395196,0.500858,0.533958,0.500889,0.663379,0.474161,0.366074,0.36567,0.373198,0.37638,0.370551,0.380134,0.38769,0.385915,0.378227,0.387627,0.387624,0.456438,0.390751,0.389882,0.387621,0.477695,0.653339,0.474011,0.388432,0.38763,0.387624,0.388833,0.392762,0.211044,0.235453,0.191603,0.191971,0.185141,0.184296,0.195131,0.206368,0.201053,0.195013,0.207416,0.226157,0.250342,0.207548,0.207479,0.206442,0.211862,0.212868,0.21114,0.211146,0.288529,0.294555,0.204383,0.221291,0.22283,0.206115,0.21323,0.209432,0.220413,0.210774,0.206505,0.204389
"Verticillium_alfalfae",0.121651,0.122702,0.133376,0.141474,0.141075,0.141664,0.141946,0.127863,0.124833,0.10124,0.114818,0.282374,0.143633,0.100811,0.106904,0.11911,0.086904,0.094289,0.033102,0,0.046268,0.064234,0.046022,0.07516,0.070373,0.140138,0.077726,0.117469,0.179371,0.140986,0.138873,0.137946,0.142915,0.161935,0.188865,0.150722,0.152753,0.149869,0.145138,0.151115,0.151292,0.155111,0.1559,0.152706,0.147268,0.15056,0.147798,0.150488,0.146768,0.145194,0.148271,0.149662,0.14969,0.14968,0.149686,0.146733,0.141826,0.14607,0.147353,0.217536,0.199323,0.319812,0.219261,0.2839,0.979985,0.2445,0.353126,0.293615,0.263938,0.263526,0.263218,0.264761,0.421129,0.418358,0.245795,0.205498,0.215423,0.245847,0.244376,0.269881,0.199316,0.200099,0.188692,0.166326,0.170206,0.173643,0.180309,0.183956,0.303869,0.303863,0.554937,0.245007,0.217492,0.315902,0.37788,0.741744,0.490981,0.492146,0.357184,0.35701,0.378492,0.413758,0.51942,0.55252,0.519451,0.681941,0.492723,0.384636,0.384232,0.39176,0.394942,0.389113,0.398696,0.406252,0.404477,0.396789,0.406189,0.406186,0.475,0.409313,0.408444,0.406183,0.496257,0.671901,0.492573,0.406994,0.406192,0.406186,0.407395,0.411324,0.229606,0.254015,0.210165,0.210533,0.203703,0.202858,0.213693,0.22493,0.219615,0.213575,0.225978,0.244719,0.268904,0.22611,0.226041,0.225004,0.230424,0.23143,0.229702,0.229708,0.307091,0.313117,0.222945,0.239853,0.241392,0.224677,0.231792,0.227994,0.238975,0.229336,0.225067,0.222951
"Fusarium_oxysporum",0.098523,0.099574,0.110248,0.118346,0.117947,0.118536,0.118818,0.104735,0.101705,0.078112,0.09169,0.259246,0.120505,0.077683,0.083776,0.095982,0.063776,0.071161,0.027706,0.046268,0,0.031862,0.01365,0.052032,0.047245,0.11701,0.054598,0.094341,0.156243,0.117858,0.115745,0.114818,0.119787,0.138807,0.165737,0.127594,0.129625,0.126741,0.12201,0.127987,0.128164,0.131983,0.132772,0.129578,0.12414,0.127432,0.12467,0.12736,0.12364,0.122066,0.125143,0.126534,0.126562,0.126552,0.126558,0.123605,0.118698,0.122942,0.124225,0.194408,0.176195,0.296684,0.196133,0.260772,0.956857,0.221372,0.329998,0.270487,0.24081,0.240398,0.24009,0.241633,0.398001,0.39523,0.222667,0.18237,0.192295,0.222719,0.221248,0.246753,0.176188,0.176971,0.165564,0.143198,0.147078,0.150515,0.157181,0.160828,0.280741,0.280735,0.531809,0.221879,0.194364,0.292774,0.354752,0.718616,0.467853,0.469018,0.334056,0.333882,0.355364,0.39063,0.496292,0.529392,0.496323,0.658813,0.469595,0.361508,0.361104,0.368632,0.371814,0.365985,0.375568,0.383124,0.381349,0.373661,0.383061,0.383058,0.451872,0.386185,0.385316,0.383055,0.473129,0.648773,0.469445,0.383866,0.383064,0.383058,0.384267,0.388196,0.206478,0.230887,0.187037,0.187405,0.180575,0.17973,0.190565,0.201802,0.196487,0.190447,0.20285,0.221591,0.245776,0.202982,0.202913,0.201876,0.207296,0.208302,0.206574,0.20658,0.283963,0.289989,0.199817,0.216725,0.218264,0.201549,0.208664,0.204866,0.215847,0.206208,0.201939,0.199823
"Atta_colombica",0.116489,0.11754,0.128214,0.136312,0.135913,0.136502,0.136784,0.122701,0.119671,0.096078,0.109656,0.277212,0.138471,0.095649,0.101742,0.113948,0.081742,0.089127,0.045672,0.064234,0.031862,0,0.020664,0.069998,0.065211,0.134976,0.072564,0.112307,0.174209,0.135824,0.133711,0.132784,0.137753,0.156773,0.183703,0.14556,0.147591,0.144707,0.139976,0.145953,0.14613,0.149949,0.150738,0.147544,0.142106,0.145398,0.142636,0.145326,0.141606,0.140032,0.143109,0.1445,0.144528,0.144518,0.144524,0.141571,0.136664,0.140908,0.142191,0.212374,0.194161,0.31465,0.214099,0.278738,0.974823,0.239338,0.347964,0.288453,0.258776,0.258364,0.258056,0.259599,0.415967,0.413196,0.240633,0.200336,0.210261,0.240685,0.239214,0.264719,0.194154,0.194937,0.18353,0.161164,0.165044,0.168481,0.175147,0.178794,0.298707,0.298701,0.549775,0.239845,0.21233,0.31074,0.372718,0.736582,0.485819,0.486984,0.352022,0.351848,0.37333,0.408596,0.514258,0.547358,0.514289,0.676779,0.487561,0.379474,0.37907,0.386598,0.38978,0.383951,0.393534,0.40109,0.399315,0.391627,0.401027,0.401024,0.469838,0.404151,0.403282,0.401021,0.491095,0.666739,0.487411,0.401832,0.40103,0.401024,0.402233,0.406162,0.224444,0.248853,0.205003,0.205371,0.198541,0.197696,0.208531,0.219768,0.214453,0.208413,0.220816,0.239557,0.263742,0.220948,0.220879,0.219842,0.225262,0.226268,0.22454,0.224546,0.301929,0.307955,0.217783,0.234691,0.23623,0.219515,0.22663,0.222832,0.233813,0.224174,0.219905,0.217789
"Pochonia_chlamydosporia",0.098277,0.099328,0.110002,0.1181,0.117701,0.11829,0.118572,0.104489,0.101459,0.077866,0.091444,0.259,0.120259,0.077437,0.08353,0.095736,0.06353,0.070915,0.02746,0.046022,0.01365,0.020664,0,0.051786,0.046999,0.116764,0.054352,0.094095,0.155997,0.117612,0.115499,0.114572,0.119541,0.138561,0.165491,0.127348,0.129379,0.126495,0.121764,0.127741,0.127918,0.131737,0.132526,0.129332,0.123894,0.127186,0.124424,0.127114,0.123394,0.12182,0.124897,0.126288,0.126316,0.126306,0.126312,0.123359,0.118452,0.122696,0.123979,0.194162,0.175949,0.296438,0.195887,0.260526,0.956611,0.221126,0.329752,0.270241,0.240564,0.240152,0.239844,0.241387,0.397755,0.394984,0.222421,0.182124,0.192049,0.222473,0.221002,0.246507,0.175942,0.176725,0.165318,0.142952,0.146832,0.150269,0.156935,0.160582,0.280495,0.280489,0.531563,0.221633,0.194118,0.292528,0.354506,0.71837,0.467607,0.468772,0.33381,0.333636,0.355118,0.390384,0.496046,0.529146,0.496077,0.658567,0.469349,0.361262,0.360858,0.368386,0.371568,0.365739,0.375322,0.382878,0.381103,0.373415,0.382815,0.382812,0.451626,0.385939,0.38507,0.382809,0.472883,0.648527,0.469199,0.38362,0.382818,0.382812,0.384021,0.38795,0.206232,0.230641,0.186791,0.187159,0.180329,0.179484,0.190319,0.201556,0.196241,0.190201,0.202604,0.221345,0.24553,0.202736,0.202667,0.20163,0.20705,0.208056,0.206328,0.206334,0.283717,0.289743,0.199571,0.216479,0.218018,0.201303,0.208418,0.20462,0.215601,0.205962,0.201693,0.199577
"Chaetomium_thermophilum",0.095219,0.09627,0.106944,0.115042,0.114643,0.115232,0.115514,0.101431,0.098401,0.074808,0.088386,0.255942,0.117201,0.074379,0.080472,0.092678,0.060472,0.067857,0.056598,0.07516,0.052032,0.069998,0.051786,0,0.009459,0.087474,0.025062,0.091037,0.152939,0.114554,0.112441,0.111514,0.116483,0.135503,0.162433,0.12429,0.126321,0.123437,0.118706,0.124683,0.12486,0.128679,0.129468,0.126274,0.120836,0.124128,0.121366,0.124056,0.120336,0.118762,0.121839,0.12323,0.123258,0.123248,0.123254,0.120301,0.115394,0.119638,0.120921,0.191104,0.172891,0.29338,0.192829,0.257468,0.953553,0.218068,0.326694,0.267183,0.237506,0.237094,0.236786,0.238329,0.394697,0.391926,0.219363,0.179066,0.188991,0.219415,0.217944,0.243449,0.172884,0.173667,0.16226,0.139894,0.143774,0.147211,0.153877,0.157524,0.277437,0.277431,0.528505,0.218575,0.19106,0.28947,0.351448,0.715312,0.464549,0.465714,0.330752,0.330578,0.35206,0.387326,0.492988,0.526088,0.493019,0.655509,0.466291,0.358204,0.3578,0.365328,0.36851,0.362681,0.372264,0.37982,0.378045,0.370357,0.379757,0.379754,0.448568,0.382881,0.382012,0.379751,0.469825,0.645469,0.466141,0.380562,0.37976,0.379754,0.380963,0.384892,0.203174,0.227583,0.183733,0.184101,0.177271,0.176426,0.187261,0.198498,0.193183,0.187143,0.199546,0.218287,0.242472,0.199678,0.199609,0.198572,0.203992,0.204998,0.20327,0.203276,0.280659,0.286685,0.196513,0.213421,0.21496,0.198245,0.20536,0.201562,0.212543,0.202904,0.198635,0.196519
"Thielavia_terrestris",0.090432,0.091483,0.102157,0.110255,0.109856,0.110445,0.110727,0.096644,0.093614,0.070021,0.083599,0.251155,0.112414,0.069592,0.075685,0.087891,0.055685,0.06307,0.051811,0.070373,0.047245,0.065211,0.046999,0.009459,0,0.082687,0.020275,0.08625,0.148152,0.109767,0.107654,0.106727,0.111696,0.130716,0.157646,0.119503,0.121534,0.11865,0.113919,0.119896,0.120073,0.123892,0.124681,0.121487,0.116049,0.119341,0.116579,0.119269,0.115549,0.113975,0.117052,0.118443,0.118471,0.118461,0.118467,0.115514,0.110607,0.114851,0.116134,0.186317,0.168104,0.288593,0.188042,0.252681,0.948766,0.213281,0.321907,0.262396,0.232719,0.232307,0.231999,0.233542,0.38991,0.387139,0.214576,0.174279,0.184204,0.214628,0.213157,0.238662,0.168097,0.16888,0.157473,0.135107,0.138987,0.142424,0.14909,0.152737,0.27265,0.272644,0.523718,0.213788,0.186273,0.284683,0.346661,0.710525,0.459762,0.460927,0.325965,0.325791,0.347273,0.382539,0.488201,0.521301,0.488232,0.650722,0.461504,0.353417,0.353013,0.360541,0.363723,0.357894,0.367477,0.375033,0.373258,0.36557,0.37497,0.374967,0.443781,0.378094,0.377225,0.374964,0.465038,0.640682,0.461354,0.375775,0.374973,0.374967,0.376176,0.380105,0.198387,0.222796,0.178946,0.179314,0.172484,0.171639,0.182474,0.193711,0.188396,0.182356,0.194759,0.2135,0.237685,0.194891,0.194822,0.193785,0.199205,0.200211,0.198483,0.198489,0.275872,0.281898,0.191726,0.208634,0.210173,0.193458,0.200573,0.196775,0.207756,0.198117,0.193848,0.191732
"Aphanomyces_astaci",0.160197,0.161248,0.171922,0.18002,0.179621,0.18021,0.180492,0.166409,0.163379,0.139786,0.153364,0.32092,0.182179,0.139357,0.14545,0.157656,0.12545,0.132835,0.121576,0.140138,0.11701,0.134976,0.116764,0.087474,0.082687,0,0.064672,0.156015,0.217917,0.179532,0.177419,0.176492,0.181461,0.200481,0.227411,0.189268,0.191299,0.188415,0.183684,0.189661,0.189838,0.193657,0.194446,0.191252,0.185814,0.189106,0.186344,0.189034,0.185314,0.18374,0.186817,0.188208,0.188236,0.188226,0.188232,0.185279,0.180372,0.184616,0.185899,0.256082,0.237869,0.358358,0.257807,0.322446,1.018531,0.283046,0.391672,0.332161,0.302484,0.302072,0.301764,0.303307,0.459675,0.456904,0.284341,0.244044,0.253969,0.284393,0.282922,0.308427,0.237862,0.238645,0.227238,0.204872,0.208752,0.212189,0.218855,0.222502,0.342415,0.342409,0.593483,0.283553,0.256038,0.354448,0.416426,0.78029,0.529527,0.530692,0.39573,0.395556,0.417038,0.452304,0.557966,0.591066,0.557997,0.720487,0.531269,0.423182,0.422778,0.430306,0.433488,0.427659,0.437242,0.444798,0.443023,0.435335,0.444735,0.444732,0.513546,0.447859,0.44699,0.444729,0.534803,0.710447,0.531119,0.44554,0.444738,0.444732,0.445941,0.44987,0.268152,0.292561,0.248711,0.249079,0.242249,0.241404,0.252239,0.263476,0.258161,0.252121,0.264524,0.283265,0.30745,0.264656,0.264587,0.26355,0.26897,0.269976,0.268248,0.268254,0.345637,0.351663,0.261491,0.278399,0.279938,0.263223,0.270338,0.26654,0.277521,0.267882,0.263613,0.261497
"Neurospora_crassa",0.097785,0.098836,0.10951,0.117608,0.117209,0.117798,0.11808,0.103997,0.100967,0.077374,0.090952,0.258508,0.119767,0.076945,0.083038,0.095244,0.063038,0.070423,0.059164,0.077726,0.054598,0.072564,0.054352,0.025062,0.020275,0.064672,0,0.093603,0.155505,0.11712,0.115007,0.11408,0.119049,0.138069,0.164999,0.126856,0.128887,0.126003,0.121272,0.127249,0.127426,0.131245,0.132034,0.12884,0.123402,0.126694,0.123932,0.126622,0.122902,0.121328,0.124405,0.125796,0.125824,0.125814,0.12582,0.122867,0.11796,0.122204,0.123487,0.19367,0.175457,0.295946,0.195395,0.260034,0.956119,0.220634,0.32926,0.269749,0.240072,0.23966,0.239352,0.240895,0.397263,0.394492,0.221929,0.181632,0.191557,0.221981,0.22051,0.246015,0.17545,0.176233,0.164826,0.14246,0.14634,0.149777,0.156443,0.16009,0.280003,0.279997,0.531071,0.221141,0.193626,0.292036,0.354014,0.717878,0.467115,0.46828,0.333318,0.333144,0.354626,0.389892,0.495554,0.528654,0.495585,0.658075,0.468857,0.36077,0.360366,0.367894,0.371076,0.365247,0.37483,0.382386,0.380611,0.372923,0.382323,0.38232,0.451134,0.385447,0.384578,0.382317,0.472391,0.648035,0.468707,0.383128,0.382326,0.38232,0.383529,0.387458,0.20574,0.230149,0.186299,0.186667,0.179837,0.178992,0.189827,0.201064,0.195749,0.189709,0.202112,0.220853,0.245038,0.202244,0.202175,0.201138,0.206558,0.207564,0.205836,0.205842,0.283225,0.289251,0.199079,0.215987,0.217526,0.200811,0.207926,0.204128,0.215109,0.20547,0.201201,0.199085
"Sugiyamaella_lignohabitans",0.06353,0.064581,0.075255,0.083353,0.082954,0.083543,0.083825,0.069742,0.066712,0.043119,0.056697,0.224253,0.085512,0.04269,0.048783,0.060989,0.087725,0.09511,0.098907,0.117469,0.094341,0.112307,0.094095,0.091037,0.08625,0.156015,0.093603,0,0.071648,0.033263,0.03115,0.030223,0.035192,0.054212,0.081142,0.042999,0.04503,0.042146,0.037415,0.043392,0.043569,0.047388,0.048177,0.044983,0.039545,0.042837,0.040075,0.042765,0.039045,0.037471,0.040548,0.041939,0.041967,0.041957,0.041963,0.03901,0.061041,0.065285,0.066568,0.136751,0.118538,0.239027,0.138476,0.203115,0.8992,0.163715,0.272341,0.21283,0.183153,0.182741,0.182433,0.183976,0.340344,0.337573,0.16501,0.124713,0.134638,0.165062,0.163591,0.189096,0.118531,0.119314,0.107907,0.085541,0.089421,0.092858,0.099524,0.103171,0.223084,0.223078,0.474152,0.164222,0.136707,0.235117,0.297095,0.660959,0.410196,0.411361,0.276399,0.276225,0.297707,0.332973,0.438635,0.471735,0.438666,0.601156,0.411938,0.303851,0.303447,0.310975,0.314157,0.308328,0.317911,0.325467,0.323692,0.316004,0.325404,0.325401,0.394215,0.328528,0.327659,0.325398,0.415472,0.591116,0.411788,0.326209,0.325407,0.325401,0.32661,0.330539,0.148821,0.17323,0.12938,0.129748,0.122918,0.122073,0.132908,0.144145,0.13883,0.13279,0.145193,0.163934,0.188119,0.145325,0.145256,0.144219,0.149639,0.150645,0.148917,0.148923,0.226306,0.232332,0.14216,0.159068,0.160607,0.143892,0.151007,0.147209,0.15819,0.148551,0.144282,0.142166
