"","Ajellomyces_dermatitidis","Paracoccidioides_lutzii","Talaromyces_stipitatus","Aspergillus_terreus","Aspergillus_oryzae","Aspergillus_niger","Penicillium_digitatum","Fonsecaea_erecta","Endocarpon_pusillum","Marssonina_brunnea","Diplodia_corticola","Leptosphaeria_maculans","Setosphaeria_turcica","Selaginella_moellendorffii","Zymoseptoria_tritici","Pseudocercospora_fijiensis","Grosmannia_clavigera","Eutypa_lata","Colletotrichum_graminicola","Verticillium_alfalfae","Fusarium_oxysporum","Atta_colombica","Pochonia_chlamydosporia","Chaetomium_thermophilum","Thielavia_terrestris","Aphanomyces_astaci","Neurospora_crassa","Sugiyamaella_lignohabitans","Metschnikowia_bicuspidata","Lodderomyces_elongisporus","Candida_tropicalis","Candida_albicans","Spathaspora_passalidarum","Kuraishia_capsulata","Pichia_kudriavzevii","Ogataea_parapolymorpha","Tetrapisispora_blattae","Tetrapisispora_phaffii","Kazachstania_africana","Lachancea_thermotolerans","Lachancea_lanzarotensis","Kluyveromyces_marxianus","Kluyveromyces_lactis","Eremothecium_cymbalariae","Kazachstania_naganishii","Candida_glabrata","Vanderwaltozyma_polyspora","Zygosaccharomyces_rouxii","Torulaspora_delbrueckii","Naumovozyma_dairenensis","Drosophila_ficusphila","Saccharomyces_cerevisiae","Saccharomyces_paradoxus","Saccharomyces_bayanus","Saccharomyces_mikatae","Naumovozyma_castellii","Pneumocystis_murina","Pneumocystis_jirovecii","Lobosporangium_transversale","Emiliania_huxleyi","Capsaspora_owczarzaki","Salpingoeca_rosetta","Cryptosporidium_muris","Eimeria_tenella","Trypanosoma_brucei","Babesia_microti","Babesia_bovis","Babesia_bigemina","Babesia_equi","Theileria_orientalis","Theileria_parva","Theileria_annulata","Plasmodium_yoelii","Plasmodium_berghei","Amphimedon_queenslandica","Malassezia_pachydermatis","Malassezia_globosa","Kalmanozyma_brasiliensis","Ustilago_maydis","Mixia_osmundae","Cryptococcus_neoformans","Cryptococcus_gattii","Trichosporon_asahii","Heterobasidion_irregulare","Gloeophyllum_trabeum","Dichomitus_squalens","Coniophora_puteana","Serpula_lacrymans","Helobdella_robusta","Phycomyces_blakesleeanus","Dictyostelium_discoideum","Phytophthora_sojae","Phaeodactylum_tricornutum","Strongylocentrotus_purpuratus","Crassostrea_gigas","Caenorhabditis_elegans","Loa_loa","Tinamus_guttatus","Camponotus_floridanus","Trachymyrmex_zeteki","Trachymyrmex_cornetzi","Papilio_machaon","Dufourea_novaeangliae","Drosophila_mojavensis","Drosophila_melanogaster","Anopheles_gambiae","Oryza_brachyantha","Branchiostoma_floridae","Taeniopygia_guttata","Nothobranchius_furzeri","Xiphophorus_maculatus","Oreochromis_niloticus","Gallus_gallus","Anas_platyrhynchos","Alligator_sinensis","Monodelphis_domestica","Macaca_mulatta","Ailuropoda_melanoleuca","Gorilla_gorilla","Equus_caballus","Cavia_porcellus","Canis_lupus","Erinaceus_europaeus","Heterocephalus_glaber","Tupaia_chinensis","Pan_troglodytes","Oryctolagus_cuniculus","Nomascus_leucogenys","Myotis_lucifugus","Mus_musculus","Coccomyxa_subellipsoidea","Chlorella_variabilis","Micromonas_pusilla","Micromonas_commoda","Ostreococcus_tauri","Ostreococcus_lucimarinus","Glycine_max","Cajanus_cajan","Phaseolus_vulgaris","Habropoda_laboriosa","Eutrema_salsugineum","Brassica_rapa","Brassica_napus","Arabidopsis_thaliana","Arabidopsis_lyrata","Daucus_carota","Agrilus_planipennis","Spinacia_oleracea","Larimichthys_crocea","Capsicum_annuum","Solanum_tuberosum","Solanum_lycopersicum","Prunus_persica","Zea_mays","Musa_acuminata","Gossypium_raimondii","Gossypium_arboreum","Cucumis_sativus","Populus_trichocarpa","Citrus_sinensis","Citrus_clementina","Morus_notabilis"
"Equus_caballus",0.355374,0.356425,0.367099,0.375197,0.374798,0.375387,0.375669,0.361586,0.358556,0.334963,0.348541,0.516097,0.377356,0.334534,0.340627,0.352833,0.379569,0.386954,0.390751,0.409313,0.386185,0.404151,0.385939,0.382881,0.378094,0.447859,0.385447,0.328528,0.39043,0.352045,0.349932,0.349005,0.353974,0.372994,0.399924,0.361781,0.363812,0.360928,0.356197,0.362174,0.362351,0.36617,0.366959,0.363765,0.358327,0.361619,0.358857,0.361547,0.357827,0.356253,0.35933,0.360721,0.360749,0.360739,0.360745,0.357792,0.325059,0.329303,0.309892,0.380075,0.361862,0.482351,0.3818,0.446439,1.142524,0.407039,0.515665,0.456154,0.426477,0.426065,0.425757,0.4273,0.583668,0.580897,0.408334,0.368037,0.377962,0.408386,0.406915,0.43242,0.361855,0.362638,0.351231,0.328865,0.332745,0.336182,0.342848,0.346495,0.466408,0.466402,0.717476,0.407546,0.380031,0.190113,0.211319,0.575183,0.32442,0.325585,0.190623,0.190449,0.211931,0.247197,0.352859,0.385959,0.35289,0.51538,0.326162,0.185197,0.098729,0.062611,0.065793,0.059964,0.039019,0.046575,0.0448,0.016296,0.004786,0.004783,0.073597,0,0.002473,0.00478,0.094854,0.270498,0.09117,0.005591,0.004789,0.004783,0.005992,0.009921,0.392145,0.416554,0.372704,0.373072,0.366242,0.365397,0.376232,0.387469,0.382154,0.376114,0.388517,0.407258,0.431443,0.388649,0.38858,0.387543,0.392963,0.393969,0.392241,0.392247,0.46963,0.475656,0.385484,0.402392,0.403931,0.387216,0.394331,0.390533,0.401514,0.391875,0.387606,0.38549
"Cavia_porcellus",0.354505,0.355556,0.36623,0.374328,0.373929,0.374518,0.3748,0.360717,0.357687,0.334094,0.347672,0.515228,0.376487,0.333665,0.339758,0.351964,0.3787,0.386085,0.389882,0.408444,0.385316,0.403282,0.38507,0.382012,0.377225,0.44699,0.384578,0.327659,0.389561,0.351176,0.349063,0.348136,0.353105,0.372125,0.399055,0.360912,0.362943,0.360059,0.355328,0.361305,0.361482,0.365301,0.36609,0.362896,0.357458,0.36075,0.357988,0.360678,0.356958,0.355384,0.358461,0.359852,0.35988,0.35987,0.359876,0.356923,0.32419,0.328434,0.309023,0.379206,0.360993,0.481482,0.380931,0.44557,1.141655,0.40617,0.514796,0.455285,0.425608,0.425196,0.424888,0.426431,0.582799,0.580028,0.407465,0.367168,0.377093,0.407517,0.406046,0.431551,0.360986,0.361769,0.350362,0.327996,0.331876,0.335313,0.341979,0.345626,0.465539,0.465533,0.716607,0.406677,0.379162,0.189244,0.21045,0.574314,0.323551,0.324716,0.189754,0.18958,0.211062,0.246328,0.35199,0.38509,0.352021,0.514511,0.325293,0.184328,0.09786,0.061742,0.064924,0.059095,0.03815,0.045706,0.043931,0.015427,0.003917,0.003914,0.072728,0.002473,0,0.003911,0.093985,0.269629,0.090301,0.004722,0.00392,0.003914,0.005123,0.009052,0.391276,0.415685,0.371835,0.372203,0.365373,0.364528,0.375363,0.3866,0.381285,0.375245,0.387648,0.406389,0.430574,0.38778,0.387711,0.386674,0.392094,0.3931,0.391372,0.391378,0.468761,0.474787,0.384615,0.401523,0.403062,0.386347,0.393462,0.389664,0.400645,0.391006,0.386737,0.384621
"Canis_lupus",0.352244,0.353295,0.363969,0.372067,0.371668,0.372257,0.372539,0.358456,0.355426,0.331833,0.345411,0.512967,0.374226,0.331404,0.337497,0.349703,0.376439,0.383824,0.387621,0.406183,0.383055,0.401021,0.382809,0.379751,0.374964,0.444729,0.382317,0.325398,0.3873,0.348915,0.346802,0.345875,0.350844,0.369864,0.396794,0.358651,0.360682,0.357798,0.353067,0.359044,0.359221,0.36304,0.363829,0.360635,0.355197,0.358489,0.355727,0.358417,0.354697,0.353123,0.3562,0.357591,0.357619,0.357609,0.357615,0.354662,0.321929,0.326173,0.306762,0.376945,0.358732,0.479221,0.37867,0.443309,1.139394,0.403909,0.512535,0.453024,0.423347,0.422935,0.422627,0.42417,0.580538,0.577767,0.405204,0.364907,0.374832,0.405256,0.403785,0.42929,0.358725,0.359508,0.348101,0.325735,0.329615,0.333052,0.339718,0.343365,0.463278,0.463272,0.714346,0.404416,0.376901,0.186983,0.208189,0.572053,0.32129,0.322455,0.187493,0.187319,0.208801,0.244067,0.349729,0.382829,0.34976,0.51225,0.323032,0.182067,0.095599,0.059481,0.062663,0.056834,0.035889,0.043445,0.04167,0.013166,0.001656,0.001653,0.070467,0.00478,0.003911,0,0.091724,0.267368,0.08804,0.002461,0.001659,0.001653,0.002862,0.006791,0.389015,0.413424,0.369574,0.369942,0.363112,0.362267,0.373102,0.384339,0.379024,0.372984,0.385387,0.404128,0.428313,0.385519,0.38545,0.384413,0.389833,0.390839,0.389111,0.389117,0.4665,0.472526,0.382354,0.399262,0.400801,0.384086,0.391201,0.387403,0.398384,0.388745,0.384476,0.38236
"Erinaceus_europaeus",0.442318,0.443369,0.454043,0.462141,0.461742,0.462331,0.462613,0.44853,0.4455,0.421907,0.435485,0.603041,0.4643,0.421478,0.427571,0.439777,0.466513,0.473898,0.477695,0.496257,0.473129,0.491095,0.472883,0.469825,0.465038,0.534803,0.472391,0.415472,0.477374,0.438989,0.436876,0.435949,0.440918,0.459938,0.486868,0.448725,0.450756,0.447872,0.443141,0.449118,0.449295,0.453114,0.453903,0.450709,0.445271,0.448563,0.445801,0.448491,0.444771,0.443197,0.446274,0.447665,0.447693,0.447683,0.447689,0.444736,0.412003,0.416247,0.396836,0.467019,0.448806,0.569295,0.468744,0.533383,1.229468,0.493983,0.602609,0.543098,0.513421,0.513009,0.512701,0.514244,0.670612,0.667841,0.495278,0.454981,0.464906,0.49533,0.493859,0.519364,0.448799,0.449582,0.438175,0.415809,0.419689,0.423126,0.429792,0.433439,0.553352,0.553346,0.80442,0.49449,0.466975,0.277057,0.298263,0.662127,0.411364,0.412529,0.277567,0.277393,0.298875,0.334141,0.439803,0.472903,0.439834,0.602324,0.413106,0.272141,0.185673,0.149555,0.152737,0.146908,0.125963,0.133519,0.131744,0.10324,0.09173,0.091727,0.160541,0.094854,0.093985,0.091724,0,0.328842,0.149514,0.092535,0.091733,0.091727,0.092936,0.096865,0.479089,0.503498,0.459648,0.460016,0.453186,0.452341,0.463176,0.474413,0.469098,0.463058,0.475461,0.494202,0.518387,0.475593,0.475524,0.474487,0.479907,0.480913,0.479185,0.479191,0.556574,0.5626,0.472428,0.489336,0.490875,0.47416,0.481275,0.477477,0.488458,0.478819,0.47455,0.472434
"Heterocephalus_glaber",0.617962,0.619013,0.629687,0.637785,0.637386,0.637975,0.638257,0.624174,0.621144,0.597551,0.611129,0.778685,0.639944,0.597122,0.603215,0.615421,0.642157,0.649542,0.653339,0.671901,0.648773,0.666739,0.648527,0.645469,0.640682,0.710447,0.648035,0.591116,0.653018,0.614633,0.61252,0.611593,0.616562,0.635582,0.662512,0.624369,0.6264,0.623516,0.618785,0.624762,0.624939,0.628758,0.629547,0.626353,0.620915,0.624207,0.621445,0.624135,0.620415,0.618841,0.621918,0.623309,0.623337,0.623327,0.623333,0.62038,0.587647,0.591891,0.57248,0.642663,0.62445,0.744939,0.644388,0.709027,1.405112,0.669627,0.778253,0.718742,0.689065,0.688653,0.688345,0.689888,0.846256,0.843485,0.670922,0.630625,0.64055,0.670974,0.669503,0.695008,0.624443,0.625226,0.613819,0.591453,0.595333,0.59877,0.605436,0.609083,0.728996,0.72899,0.980064,0.670134,0.642619,0.452701,0.473907,0.837771,0.587008,0.588173,0.453211,0.453037,0.474519,0.509785,0.615447,0.648547,0.615478,0.777968,0.58875,0.447785,0.361317,0.325199,0.328381,0.322552,0.301607,0.309163,0.307388,0.278884,0.267374,0.267371,0.336185,0.270498,0.269629,0.267368,0.328842,0,0.300676,0.268179,0.267377,0.267371,0.26858,0.272509,0.654733,0.679142,0.635292,0.63566,0.62883,0.627985,0.63882,0.650057,0.644742,0.638702,0.651105,0.669846,0.694031,0.651237,0.651168,0.650131,0.655551,0.656557,0.654829,0.654835,0.732218,0.738244,0.648072,0.66498,0.666519,0.649804,0.656919,0.653121,0.664102,0.654463,0.650194,0.648078
"Tupaia_chinensis",0.438634,0.439685,0.450359,0.458457,0.458058,0.458647,0.458929,0.444846,0.441816,0.418223,0.431801,0.599357,0.460616,0.417794,0.423887,0.436093,0.462829,0.470214,0.474011,0.492573,0.469445,0.487411,0.469199,0.466141,0.461354,0.531119,0.468707,0.411788,0.47369,0.435305,0.433192,0.432265,0.437234,0.456254,0.483184,0.445041,0.447072,0.444188,0.439457,0.445434,0.445611,0.44943,0.450219,0.447025,0.441587,0.444879,0.442117,0.444807,0.441087,0.439513,0.44259,0.443981,0.444009,0.443999,0.444005,0.441052,0.408319,0.412563,0.393152,0.463335,0.445122,0.565611,0.46506,0.529699,1.225784,0.490299,0.598925,0.539414,0.509737,0.509325,0.509017,0.51056,0.666928,0.664157,0.491594,0.451297,0.461222,0.491646,0.490175,0.51568,0.445115,0.445898,0.434491,0.412125,0.416005,0.419442,0.426108,0.429755,0.549668,0.549662,0.800736,0.490806,0.463291,0.273373,0.294579,0.658443,0.40768,0.408845,0.273883,0.273709,0.295191,0.330457,0.436119,0.469219,0.43615,0.59864,0.409422,0.268457,0.181989,0.145871,0.149053,0.143224,0.122279,0.129835,0.12806,0.099556,0.088046,0.088043,0.156857,0.09117,0.090301,0.08804,0.149514,0.300676,0,0.088851,0.088049,0.088043,0.089252,0.093181,0.475405,0.499814,0.455964,0.456332,0.449502,0.448657,0.459492,0.470729,0.465414,0.459374,0.471777,0.490518,0.514703,0.471909,0.47184,0.470803,0.476223,0.477229,0.475501,0.475507,0.55289,0.558916,0.468744,0.485652,0.487191,0.470476,0.477591,0.473793,0.484774,0.475135,0.470866,0.46875
"Pan_troglodytes",0.353055,0.354106,0.36478,0.372878,0.372479,0.373068,0.37335,0.359267,0.356237,0.332644,0.346222,0.513778,0.375037,0.332215,0.338308,0.350514,0.37725,0.384635,0.388432,0.406994,0.383866,0.401832,0.38362,0.380562,0.375775,0.44554,0.383128,0.326209,0.388111,0.349726,0.347613,0.346686,0.351655,0.370675,0.397605,0.359462,0.361493,0.358609,0.353878,0.359855,0.360032,0.363851,0.36464,0.361446,0.356008,0.3593,0.356538,0.359228,0.355508,0.353934,0.357011,0.358402,0.35843,0.35842,0.358426,0.355473,0.32274,0.326984,0.307573,0.377756,0.359543,0.480032,0.379481,0.44412,1.140205,0.40472,0.513346,0.453835,0.424158,0.423746,0.423438,0.424981,0.581349,0.578578,0.406015,0.365718,0.375643,0.406067,0.404596,0.430101,0.359536,0.360319,0.348912,0.326546,0.330426,0.333863,0.340529,0.344176,0.464089,0.464083,0.715157,0.405227,0.377712,0.187794,0.209,0.572864,0.322101,0.323266,0.188304,0.18813,0.209612,0.244878,0.35054,0.38364,0.350571,0.513061,0.323843,0.182878,0.09641,0.060292,0.063474,0.057645,0.0367,0.044256,0.042481,0.013977,0.002467,0.002464,0.071278,0.005591,0.004722,0.002461,0.092535,0.268179,0.088851,0,0.00247,0.002464,0.003673,0.007602,0.389826,0.414235,0.370385,0.370753,0.363923,0.363078,0.373913,0.38515,0.379835,0.373795,0.386198,0.404939,0.429124,0.38633,0.386261,0.385224,0.390644,0.39165,0.389922,0.389928,0.467311,0.473337,0.383165,0.400073,0.401612,0.384897,0.392012,0.388214,0.399195,0.389556,0.385287,0.383171
"Oryctolagus_cuniculus",0.352253,0.353304,0.363978,0.372076,0.371677,0.372266,0.372548,0.358465,0.355435,0.331842,0.34542,0.512976,0.374235,0.331413,0.337506,0.349712,0.376448,0.383833,0.38763,0.406192,0.383064,0.40103,0.382818,0.37976,0.374973,0.444738,0.382326,0.325407,0.387309,0.348924,0.346811,0.345884,0.350853,0.369873,0.396803,0.35866,0.360691,0.357807,0.353076,0.359053,0.35923,0.363049,0.363838,0.360644,0.355206,0.358498,0.355736,0.358426,0.354706,0.353132,0.356209,0.3576,0.357628,0.357618,0.357624,0.354671,0.321938,0.326182,0.306771,0.376954,0.358741,0.47923,0.378679,0.443318,1.139403,0.403918,0.512544,0.453033,0.423356,0.422944,0.422636,0.424179,0.580547,0.577776,0.405213,0.364916,0.374841,0.405265,0.403794,0.429299,0.358734,0.359517,0.34811,0.325744,0.329624,0.333061,0.339727,0.343374,0.463287,0.463281,0.714355,0.404425,0.37691,0.186992,0.208198,0.572062,0.321299,0.322464,0.187502,0.187328,0.20881,0.244076,0.349738,0.382838,0.349769,0.512259,0.323041,0.182076,0.095608,0.05949,0.062672,0.056843,0.035898,0.043454,0.041679,0.013175,0.001665,0.001662,0.070476,0.004789,0.00392,0.001659,0.091733,0.267377,0.088049,0.00247,0,0.001662,0.002871,0.0068,0.389024,0.413433,0.369583,0.369951,0.363121,0.362276,0.373111,0.384348,0.379033,0.372993,0.385396,0.404137,0.428322,0.385528,0.385459,0.384422,0.389842,0.390848,0.38912,0.389126,0.466509,0.472535,0.382363,0.399271,0.40081,0.384095,0.39121,0.387412,0.398393,0.388754,0.384485,0.382369
"Nomascus_leucogenys",0.352247,0.353298,0.363972,0.37207,0.371671,0.37226,0.372542,0.358459,0.355429,0.331836,0.345414,0.51297,0.374229,0.331407,0.3375,0.349706,0.376442,0.383827,0.387624,0.406186,0.383058,0.401024,0.382812,0.379754,0.374967,0.444732,0.38232,0.325401,0.387303,0.348918,0.346805,0.345878,0.350847,0.369867,0.396797,0.358654,0.360685,0.357801,0.35307,0.359047,0.359224,0.363043,0.363832,0.360638,0.3552,0.358492,0.35573,0.35842,0.3547,0.353126,0.356203,0.357594,0.357622,0.357612,0.357618,0.354665,0.321932,0.326176,0.306765,0.376948,0.358735,0.479224,0.378673,0.443312,1.139397,0.403912,0.512538,0.453027,0.42335,0.422938,0.42263,0.424173,0.580541,0.57777,0.405207,0.36491,0.374835,0.405259,0.403788,0.429293,0.358728,0.359511,0.348104,0.325738,0.329618,0.333055,0.339721,0.343368,0.463281,0.463275,0.714349,0.404419,0.376904,0.186986,0.208192,0.572056,0.321293,0.322458,0.187496,0.187322,0.208804,0.24407,0.349732,0.382832,0.349763,0.512253,0.323035,0.18207,0.095602,0.059484,0.062666,0.056837,0.035892,0.043448,0.041673,0.013169,0.001659,0.001656,0.07047,0.004783,0.003914,0.001653,0.091727,0.267371,0.088043,0.002464,0.001662,0,0.002865,0.006794,0.389018,0.413427,0.369577,0.369945,0.363115,0.36227,0.373105,0.384342,0.379027,0.372987,0.38539,0.404131,0.428316,0.385522,0.385453,0.384416,0.389836,0.390842,0.389114,0.38912,0.466503,0.472529,0.382357,0.399265,0.400804,0.384089,0.391204,0.387406,0.398387,0.388748,0.384479,0.382363
"Myotis_lucifugus",0.353456,0.354507,0.365181,0.373279,0.37288,0.373469,0.373751,0.359668,0.356638,0.333045,0.346623,0.514179,0.375438,0.332616,0.338709,0.350915,0.377651,0.385036,0.388833,0.407395,0.384267,0.402233,0.384021,0.380963,0.376176,0.445941,0.383529,0.32661,0.388512,0.350127,0.348014,0.347087,0.352056,0.371076,0.398006,0.359863,0.361894,0.35901,0.354279,0.360256,0.360433,0.364252,0.365041,0.361847,0.356409,0.359701,0.356939,0.359629,0.355909,0.354335,0.357412,0.358803,0.358831,0.358821,0.358827,0.355874,0.323141,0.327385,0.307974,0.378157,0.359944,0.480433,0.379882,0.444521,1.140606,0.405121,0.513747,0.454236,0.424559,0.424147,0.423839,0.425382,0.58175,0.578979,0.406416,0.366119,0.376044,0.406468,0.404997,0.430502,0.359937,0.36072,0.349313,0.326947,0.330827,0.334264,0.34093,0.344577,0.46449,0.464484,0.715558,0.405628,0.378113,0.188195,0.209401,0.573265,0.322502,0.323667,0.188705,0.188531,0.210013,0.245279,0.350941,0.384041,0.350972,0.513462,0.324244,0.183279,0.096811,0.060693,0.063875,0.058046,0.037101,0.044657,0.042882,0.014378,0.002868,0.002865,0.071679,0.005992,0.005123,0.002862,0.092936,0.26858,0.089252,0.003673,0.002871,0.002865,0,0.008003,0.390227,0.414636,0.370786,0.371154,0.364324,0.363479,0.374314,0.385551,0.380236,0.374196,0.386599,0.40534,0.429525,0.386731,0.386662,0.385625,0.391045,0.392051,0.390323,0.390329,0.467712,0.473738,0.383566,0.400474,0.402013,0.385298,0.392413,0.388615,0.399596,0.389957,0.385688,0.383572
"Mus_musculus",0.357385,0.358436,0.36911,0.377208,0.376809,0.377398,0.37768,0.363597,0.360567,0.336974,0.350552,0.518108,0.379367,0.336545,0.342638,0.354844,0.38158,0.388965,0.392762,0.411324,0.388196,0.406162,0.38795,0.384892,0.380105,0.44987,0.387458,0.330539,0.392441,0.354056,0.351943,0.351016,0.355985,0.375005,0.401935,0.363792,0.365823,0.362939,0.358208,0.364185,0.364362,0.368181,0.36897,0.365776,0.360338,0.36363,0.360868,0.363558,0.359838,0.358264,0.361341,0.362732,0.36276,0.36275,0.362756,0.359803,0.32707,0.331314,0.311903,0.382086,0.363873,0.484362,0.383811,0.44845,1.144535,0.40905,0.517676,0.458165,0.428488,0.428076,0.427768,0.429311,0.585679,0.582908,0.410345,0.370048,0.379973,0.410397,0.408926,0.434431,0.363866,0.364649,0.353242,0.330876,0.334756,0.338193,0.344859,0.348506,0.468419,0.468413,0.719487,0.409557,0.382042,0.192124,0.21333,0.577194,0.326431,0.327596,0.192634,0.19246,0.213942,0.249208,0.35487,0.38797,0.354901,0.517391,0.328173,0.187208,0.10074,0.064622,0.067804,0.061975,0.04103,0.048586,0.046811,0.018307,0.006797,0.006794,0.075608,0.009921,0.009052,0.006791,0.096865,0.272509,0.093181,0.007602,0.0068,0.006794,0.008003,0,0.394156,0.418565,0.374715,0.375083,0.368253,0.367408,0.378243,0.38948,0.384165,0.378125,0.390528,0.409269,0.433454,0.39066,0.390591,0.389554,0.394974,0.39598,0.394252,0.394258,0.471641,0.477667,0.387495,0.404403,0.405942,0.389227,0.396342,0.392544,0.403525,0.393886,0.389617,0.387501
"Coccomyxa_subellipsoidea",0.175667,0.176718,0.187392,0.19549,0.195091,0.19568,0.195962,0.181879,0.178849,0.155256,0.168834,0.33639,0.197649,0.154827,0.16092,0.173126,0.199862,0.207247,0.211044,0.229606,0.206478,0.224444,0.206232,0.203174,0.198387,0.268152,0.20574,0.148821,0.210723,0.172338,0.170225,0.169298,0.174267,0.193287,0.220217,0.182074,0.184105,0.181221,0.17649,0.182467,0.182644,0.186463,0.187252,0.184058,0.17862,0.181912,0.17915,0.18184,0.17812,0.176546,0.179623,0.181014,0.181042,0.181032,0.181038,0.178085,0.145352,0.149596,0.130185,0.200368,0.182155,0.302644,0.202093,0.266732,0.962817,0.227332,0.335958,0.276447,0.24677,0.246358,0.24605,0.247593,0.403961,0.40119,0.228627,0.18833,0.198255,0.228679,0.227208,0.252713,0.182148,0.182931,0.171524,0.149158,0.153038,0.156475,0.163141,0.166788,0.286701,0.286695,0.537769,0.227839,0.200324,0.298734,0.360712,0.724576,0.473813,0.474978,0.340016,0.339842,0.361324,0.39659,0.502252,0.535352,0.502283,0.664773,0.475555,0.367468,0.367064,0.374592,0.377774,0.371945,0.381528,0.389084,0.387309,0.379621,0.389021,0.389018,0.457832,0.392145,0.391276,0.389015,0.479089,0.654733,0.475405,0.389826,0.389024,0.389018,0.390227,0.394156,0,0.068359,0.118501,0.118869,0.112039,0.111194,0.138809,0.150046,0.144731,0.138691,0.151094,0.169835,0.19402,0.151226,0.151157,0.15012,0.15554,0.156546,0.154818,0.154824,0.232207,0.238233,0.148061,0.164969,0.166508,0.149793,0.156908,0.15311,0.164091,0.154452,0.150183,0.148067
"Chlorella_variabilis",0.200076,0.201127,0.211801,0.219899,0.2195,0.220089,0.220371,0.206288,0.203258,0.179665,0.193243,0.360799,0.222058,0.179236,0.185329,0.197535,0.224271,0.231656,0.235453,0.254015,0.230887,0.248853,0.230641,0.227583,0.222796,0.292561,0.230149,0.17323,0.235132,0.196747,0.194634,0.193707,0.198676,0.217696,0.244626,0.206483,0.208514,0.20563,0.200899,0.206876,0.207053,0.210872,0.211661,0.208467,0.203029,0.206321,0.203559,0.206249,0.202529,0.200955,0.204032,0.205423,0.205451,0.205441,0.205447,0.202494,0.169761,0.174005,0.154594,0.224777,0.206564,0.327053,0.226502,0.291141,0.987226,0.251741,0.360367,0.300856,0.271179,0.270767,0.270459,0.272002,0.42837,0.425599,0.253036,0.212739,0.222664,0.253088,0.251617,0.277122,0.206557,0.20734,0.195933,0.173567,0.177447,0.180884,0.18755,0.191197,0.31111,0.311104,0.562178,0.252248,0.224733,0.323143,0.385121,0.748985,0.498222,0.499387,0.364425,0.364251,0.385733,0.420999,0.526661,0.559761,0.526692,0.689182,0.499964,0.391877,0.391473,0.399001,0.402183,0.396354,0.405937,0.413493,0.411718,0.40403,0.41343,0.413427,0.482241,0.416554,0.415685,0.413424,0.503498,0.679142,0.499814,0.414235,0.413433,0.413427,0.414636,0.418565,0.068359,0,0.14291,0.143278,0.136448,0.135603,0.163218,0.174455,0.16914,0.1631,0.175503,0.194244,0.218429,0.175635,0.175566,0.174529,0.179949,0.180955,0.179227,0.179233,0.256616,0.262642,0.17247,0.189378,0.190917,0.174202,0.181317,0.177519,0.1885,0.178861,0.174592,0.172476
"Micromonas_pusilla",0.156226,0.157277,0.167951,0.176049,0.17565,0.176239,0.176521,0.162438,0.159408,0.135815,0.149393,0.316949,0.178208,0.135386,0.141479,0.153685,0.180421,0.187806,0.191603,0.210165,0.187037,0.205003,0.186791,0.183733,0.178946,0.248711,0.186299,0.12938,0.191282,0.152897,0.150784,0.149857,0.154826,0.173846,0.200776,0.162633,0.164664,0.16178,0.157049,0.163026,0.163203,0.167022,0.167811,0.164617,0.159179,0.162471,0.159709,0.162399,0.158679,0.157105,0.160182,0.161573,0.161601,0.161591,0.161597,0.158644,0.125911,0.130155,0.110744,0.180927,0.162714,0.283203,0.182652,0.247291,0.943376,0.207891,0.316517,0.257006,0.227329,0.226917,0.226609,0.228152,0.38452,0.381749,0.209186,0.168889,0.178814,0.209238,0.207767,0.233272,0.162707,0.16349,0.152083,0.129717,0.133597,0.137034,0.1437,0.147347,0.26726,0.267254,0.518328,0.208398,0.180883,0.279293,0.341271,0.705135,0.454372,0.455537,0.320575,0.320401,0.341883,0.377149,0.482811,0.515911,0.482842,0.645332,0.456114,0.348027,0.347623,0.355151,0.358333,0.352504,0.362087,0.369643,0.367868,0.36018,0.36958,0.369577,0.438391,0.372704,0.371835,0.369574,0.459648,0.635292,0.455964,0.370385,0.369583,0.369577,0.370786,0.374715,0.118501,0.14291,0,0.00871,0.033388,0.032543,0.119368,0.130605,0.12529,0.11925,0.131653,0.150394,0.174579,0.131785,0.131716,0.130679,0.136099,0.137105,0.135377,0.135383,0.212766,0.218792,0.12862,0.145528,0.147067,0.130352,0.137467,0.133669,0.14465,0.135011,0.130742,0.128626
