	Heterocephalus_glaber	Bos_taurus	Sus_scrofa	Pongo_abelii	Loxodonta_africana	Balaenoptera_acutorostrata	Delphinapterus_leucas	Tursiops_truncatus	Cavia_porcellus	Oryctolagus_cuniculus	Felis_catus	Ailuropoda_melanoleuca	Canis_lupus	Homo_sapiens	Pan_troglodytes	Pan_paniscus	Papio_anubis	Macaca_mulatta	Macaca_fascicularis	Macaca_nemestrina	Mandrillus_leucophaeus	Cercocebus_atys	Pteropus_alecto	Nomascus_leucogenys	Aotus_nancymaae	Ursus_maritimus	Rattus_norvegicus	Mus_musculus	Meleagris_gallopavo	Gallus_gallus	Anas_platyrhynchos	Manacus_vitellinus	Anolis_carolinensis	Alligator_mississippiensis	Alligator_sinensis	Xenopus_tropicalis	Nothobranchius_furzeri	Oryzias_latipes	Salmo_salar	Oncorhynchus_mykiss	Oreochromis_niloticus	Astyanax_mexicanus	Taeniopygia_guttata	Branchiostoma_floridae	Strongylocentrotus_purpuratus	Crassostrea_gigas	Cebus_capucinus	Tinamus_guttatus	Loa_loa	Strongyloides_ratti	Brugia_malayi	Caenorhabditis_elegans	Caenorhabditis_remanei	Zootermopsis_nevadensis	Oryza_brachyantha	Capsaspora_owczarzaki	Guillardia_theta	Auxenochlorella_protothecoides	Micromonas_pusilla	Micromonas_commoda	Ostreococcus_tauri	Ostreococcus_sp.	Physcomitrella_patens	Selaginella_moellendorffii	Habropoda_laboriosa	Cicer_arietinum	Cajanus_cajan	Eutrema_salsugineum	Arabidopsis_lyrata	Brassica_napus	Arabidopsis_thaliana	Rosa_chinensis	Prunus_persica	Populus_trichocarpa	Eucalyptus_grandis	Cucumis_sativus	Helianthus_annuus	Erythranthe_guttata	Nicotiana_attenuata	Solanum_tuberosum	Nicotiana_tabacum	Solanum_lycopersicum	Capsicum_annuum	Spinacia_oleracea	Gossypium_hirsutum	Gossypium_raimondii	Morus_notabilis	Citrus_clementina	Citrus_sinensis	Musa_acuminata	Setaria_italica	Sorghum_bicolor	Zea_mays	Oryza_sativa	Brachypodium_distachyon	Cyanidioschyzon_merolae	Emiliania_huxleyi	Physeter_catodon	Theileria_parva	Theileria_annulata	Theileria_equi	Cryptosporidium_muris	Cryptosporidium_parvum	Thalassiosira_pseudonana	Phytophthora_parasitica	Phytophthora_infestans	Aphanomyces_invadans	Aphanomyces_astaci	Lobosporangium_transversale	Batrachochytrium_dendrobatidis	Rhizophagus_irregularis	Helobdella_robusta	Phycomyces_blakesleeanus	Wallemia_ichthyophaga	Malassezia_pachydermatis	Malassezia_globosa	Pseudozyma_hubeiensis	Kalmanozyma_brasiliensis	Kockovaella_imperatae	Cryptococcus_neoformans	Cryptococcus_gattii	Mixia_osmundae	Rhodotorula_graminis	Melampsora_larici-populina	Heterobasidion_irregulare	Dictyostelium_purpureum	Postia_placenta	Schizosaccharomyces_japonicus	Pneumocystis_jirovecii	Pneumocystis_murina	Tuber_melanosporum	Marssonina_brunnea	Sclerotinia_sclerotiorum	Leptosphaeria_maculans	Bipolaris_zeicola	Parastagonospora_nodorum	Fonsecaea_erecta	Coccidioides_immitis	Uncinocarpus_reesii	Trichophyton_benhamiae	Nannizzia_gypsea	Microsporum_canis	Talaromyces_stipitatus	Aspergillus_terreus	Aspergillus_clavatus	Aspergillus_fumigatus	Aspergillus_thermomutatus	Aspergillus_novofumigatus	Aspergillus_niger	Aspergillus_sclerotioniger	Aspergillus_heteromorphus	Aspergillus_eucalypticola	Aspergillus_oryzae	Aspergillus_nomius	Pestalotiopsis_fici	Aspergillus_bombycis	Histoplasma_capsulatum	Blastomyces_gilchristii	Paracoccidioides_brasiliensis	Paracoccidioides_lutzii	Sordaria_macrospora	Neurospora_crassa	Thermothelomyces_thermophila	Chaetomium_globosum	Chaetomium_thermophilum	Thielavia_terrestris	Grosmannia_clavigera	Pochonia_chlamydosporia	Trichoderma_atroviride	Trichoderma_reesei	Trichoderma_virens	Fusarium_venenatum	Fusarium_graminearum	Fusarium_oxysporum	Fusarium_verticillioides	Colletotrichum_higginsianum	Colletotrichum_graminicola	Colletotrichum_orchidophilum	Verticillium_dahliae	Verticillium_alfalfae	Amborella_trichopoda	Baudoinia_panamericana	Zymoseptoria_tritici	Lucilia_cuprina	Candida_auris	Candida_haemulonis	Candida_pseudohaemulonis	Clavispora_lusitaniae	Metschnikowia_bicuspidata	Scheffersomyces_stipitis	Meyerozyma_guilliermondii	Talaromyces_marneffei	Candida_albicans	Candida_viswanathii	Candida_tropicalis	Lodderomyces_elongisporus	Spathaspora_passalidarum	Wickerhamomyces_anomalus	Tetrapisispora_blattae	Vanderwaltozyma_polyspora	Tetrapisispora_phaffii	Kluyveromyces_marxianus	Eremothecium_sinecaudum	Eremothecium_cymbalariae	Eremothecium_gossypii	Lachancea_thermotolerans	Lachancea_lanzarotensis	Naumovozyma_dairenensis	Kazachstania_naganishii	Kazachstania_africana	Saccharomyces_cerevisiae	Drosophila_ficusphila	Naumovozyma_castellii	Kuraishia_capsulata	Ogataea_parapolymorpha	Dipodomys_ordii
Aspergillus_nomius	0.5251	0.46242	0.46132	0.46348	0.46993	0.46053	0.55121	0.55949	0.45976	0.45746	0.45746	0.45746	0.45746	0.45974	0.45998	0.45977	0.46162	0.45746	0.45745	0.49911	0.51563	0.51381	0.45816	0.45746	0.46376	0.51687	0.45822	0.46305	0.44592	0.44566	0.4549	0.46243	0.43694	0.52657	0.44683	0.43611	0.43223	0.43274	0.43062	0.44035	0.43177	0.5229	0.42713	0.41211	0.38576	0.37931	0.53022	0.53325	0.53021	0.88803	0.75956	0.75956	0.75953	0.66974	0.45766	0.22445	0.25469	0.30854	0.27725	0.27787	0.27362	0.27287	0.24793	0.27375	0.28329	0.29093	0.30224	0.29203	0.29505	0.29266	0.29261	0.29408	0.29391	0.32141	0.29117	0.29195	0.29999	0.30356	0.30666	0.30731	0.30965	0.39187	0.30735	0.309	0.29346	0.29491	0.29247	0.29251	0.29407	0.29938	0.29276	0.29536	0.30271	0.29649	0.29781	0.32987	0.29377	0.33584	0.35521	0.35414	0.36213	0.31831	0.34788	0.34362	0.33082	0.33536	0.32304	0.32303	0.16087	0.2388	0.18332	0.29523	0.29523	0.20616	0.1834	0.19284	0.24536	0.24537	0.19103	0.19423	0.19499	0.26491	0.27286	0.27966	0.16819	0.16733	0.16839	0.12467	0.13257	0.12939	0.0894	0.08688	0.0785	0.08594	0.10963	0.08432	0.09103	0.0365	0.03893	0.03852	0.04434	0.03981	0.01663	0.00727	0.01485	0.01057	0.01055	0.01056	0.01056	0.01387	0.01307	0.01091	0.00326	0.0	0.0025	0.00159	0.0391	0.03585	0.03995	0.0383	0.13118	0.13771	0.1242	0.12804	0.13544	0.13049	0.1333	0.12669	0.13771	0.13829	0.13673	0.12963	0.12963	0.13117	0.13126	0.12795	0.13259	0.12787	0.15342	0.15258	0.07404	0.08794	0.08309	0.28864	0.16244	0.16089	0.16089	0.15721	0.17557	0.13325	0.13804	0.13795	0.14005	0.1431	0.14405	0.14574	0.14275	0.1539	0.18026	0.16713	0.17062	0.17401	0.1703	0.17139	0.16977	0.16879	0.16957	0.16488	0.17038	0.16875	0.16954	0.16955	0.16794	0.17399	0.16139	0.45975
Pestalotiopsis_fici	0.526	0.46332	0.46222	0.46438	0.47083	0.46143	0.55211	0.56039	0.46066	0.45836	0.45836	0.45836	0.45836	0.46064	0.46088	0.46067	0.46252	0.45836	0.45835	0.50001	0.51653	0.51471	0.45906	0.45836	0.46466	0.51777	0.45912	0.46395	0.44682	0.44656	0.4558	0.46333	0.43784	0.52747	0.44773	0.43701	0.43313	0.43364	0.43152	0.44125	0.43267	0.5238	0.42803	0.41301	0.38666	0.38021	0.53112	0.53415	0.53111	0.88893	0.76046	0.76046	0.76043	0.67064	0.45856	0.22535	0.25559	0.30944	0.27815	0.27877	0.27452	0.27377	0.24883	0.27465	0.28419	0.29183	0.30314	0.29293	0.29595	0.29356	0.29351	0.29498	0.29481	0.32231	0.29207	0.29285	0.30089	0.30446	0.30756	0.30821	0.31055	0.39277	0.30825	0.3099	0.29436	0.29581	0.29337	0.29341	0.29497	0.30028	0.29366	0.29626	0.30361	0.29739	0.29871	0.33077	0.29467	0.33674	0.35611	0.35504	0.36303	0.31921	0.34878	0.34452	0.33172	0.33626	0.32394	0.32393	0.16177	0.2397	0.18422	0.29613	0.29613	0.20706	0.1843	0.19374	0.24626	0.24627	0.19193	0.19513	0.19589	0.26581	0.27376	0.28056	0.16909	0.16823	0.16929	0.12557	0.13347	0.13029	0.0903	0.08778	0.0794	0.08684	0.11053	0.08522	0.09193	0.0374	0.03983	0.03942	0.04524	0.04071	0.01753	0.00817	0.01575	0.01147	0.01145	0.01146	0.01147	0.01477	0.01396	0.01181	0.00416	0.0025	0.0	0.00249	0.04	0.03675	0.04085	0.0392	0.13208	0.13861	0.1251	0.12894	0.13634	0.13139	0.1342	0.12759	0.13861	0.13919	0.13763	0.13053	0.13053	0.13207	0.13216	0.12885	0.13348	0.12876	0.15432	0.15348	0.07494	0.08884	0.08399	0.28954	0.16334	0.16179	0.16179	0.15811	0.17647	0.13415	0.13894	0.13885	0.14095	0.144	0.14495	0.14664	0.14365	0.1548	0.18116	0.16803	0.17152	0.17491	0.1712	0.17229	0.17067	0.16969	0.17047	0.16578	0.17128	0.16965	0.17044	0.17045	0.16884	0.17489	0.16229	0.46065
Aspergillus_bombycis	0.5251	0.46241	0.46131	0.46347	0.46992	0.46052	0.5512	0.55948	0.45975	0.45745	0.45745	0.45745	0.45745	0.45973	0.45998	0.45976	0.46161	0.45745	0.45744	0.4991	0.51562	0.5138	0.45815	0.45745	0.46375	0.51687	0.45821	0.46304	0.44591	0.44565	0.45489	0.46242	0.43693	0.52656	0.44682	0.4361	0.43222	0.43273	0.43061	0.44034	0.43176	0.52289	0.42712	0.4121	0.38575	0.3793	0.53021	0.53324	0.5302	0.88802	0.75955	0.75955	0.75952	0.66973	0.45765	0.22444	0.25468	0.30853	0.27725	0.27786	0.27361	0.27286	0.24792	0.27374	0.28328	0.29092	0.30223	0.29202	0.29504	0.29265	0.29261	0.29407	0.2939	0.3214	0.29116	0.29194	0.29998	0.30355	0.30665	0.3073	0.30964	0.39186	0.30734	0.30899	0.29345	0.2949	0.29246	0.29251	0.29407	0.29937	0.29275	0.29535	0.30271	0.29648	0.2978	0.32986	0.29376	0.33583	0.3552	0.35413	0.36212	0.3183	0.34787	0.34362	0.33081	0.33535	0.32303	0.32303	0.16086	0.23879	0.18332	0.29522	0.29522	0.20615	0.1834	0.19283	0.24535	0.24536	0.19102	0.19422	0.19498	0.2649	0.27285	0.27965	0.16818	0.16732	0.16838	0.12467	0.13256	0.12938	0.08939	0.08687	0.0785	0.08594	0.10962	0.08431	0.09102	0.03649	0.03892	0.03851	0.04433	0.0398	0.01662	0.00726	0.01484	0.01057	0.01054	0.01055	0.01056	0.01386	0.01306	0.0109	0.00325	0.00159	0.00249	0.0	0.03909	0.03584	0.03994	0.03829	0.13117	0.1377	0.12419	0.12803	0.13543	0.13048	0.13329	0.12668	0.1377	0.13828	0.13672	0.12962	0.12962	0.13116	0.13126	0.12794	0.13258	0.12786	0.15341	0.15257	0.07404	0.08793	0.08308	0.28863	0.16243	0.16088	0.16088	0.1572	0.17557	0.13324	0.13803	0.13794	0.14004	0.14309	0.14404	0.14573	0.14274	0.15389	0.18025	0.16712	0.17062	0.17401	0.17029	0.17138	0.16976	0.16878	0.16956	0.16487	0.17037	0.16874	0.16953	0.16954	0.16793	0.17398	0.16138	0.45974
Histoplasma_capsulatum	0.49961	0.43692	0.43582	0.43798	0.44443	0.43503	0.52571	0.53399	0.43426	0.43196	0.43196	0.43196	0.43196	0.43424	0.43449	0.43427	0.43612	0.43196	0.43195	0.47361	0.49013	0.48831	0.43266	0.43196	0.43826	0.49138	0.43272	0.43755	0.42042	0.42016	0.4294	0.43693	0.41144	0.50107	0.42133	0.41061	0.40673	0.40724	0.40512	0.41485	0.40627	0.4974	0.40163	0.38661	0.36026	0.35381	0.50472	0.50775	0.50471	0.86253	0.73406	0.73406	0.73403	0.64424	0.43216	0.19895	0.22919	0.28304	0.25176	0.25237	0.24812	0.24737	0.22243	0.24825	0.25779	0.26543	0.27674	0.26653	0.26955	0.26716	0.26712	0.26858	0.26841	0.29591	0.26567	0.26645	0.27449	0.27806	0.28116	0.28181	0.28415	0.36637	0.28185	0.2835	0.26796	0.26941	0.26697	0.26702	0.26858	0.27388	0.26726	0.26986	0.27721	0.27099	0.27231	0.30437	0.26827	0.31034	0.32971	0.32864	0.33663	0.29281	0.32238	0.31813	0.30532	0.30986	0.29754	0.29754	0.13537	0.2133	0.15783	0.26973	0.26973	0.18066	0.15791	0.16734	0.21987	0.21987	0.16553	0.16873	0.16949	0.23941	0.24736	0.25416	0.14269	0.14183	0.14289	0.09918	0.10707	0.10389	0.0639	0.06138	0.05301	0.06044	0.08413	0.05882	0.06553	0.011	0.01343	0.0197	0.02552	0.02099	0.03237	0.0383	0.04588	0.0416	0.04158	0.04158	0.04159	0.0449	0.04409	0.04194	0.0375	0.0391	0.04	0.03909	0.0	0.00489	0.00899	0.00734	0.10568	0.11221	0.0987	0.10254	0.10994	0.10499	0.1078	0.10119	0.11221	0.11279	0.11123	0.10413	0.10413	0.10567	0.10576	0.10245	0.10709	0.10237	0.12793	0.12708	0.04855	0.06244	0.05759	0.26314	0.13694	0.13539	0.13539	0.13171	0.15008	0.10775	0.11254	0.11245	0.11455	0.1176	0.11855	0.12024	0.11725	0.1284	0.15476	0.14163	0.14513	0.14852	0.1448	0.14589	0.14427	0.14329	0.14407	0.13938	0.14488	0.14325	0.14404	0.14405	0.14244	0.14849	0.13589	0.43425
Blastomyces_gilchristii	0.49636	0.43368	0.43258	0.43474	0.44118	0.43178	0.52246	0.53075	0.43101	0.42871	0.42871	0.42871	0.42871	0.431	0.43124	0.43103	0.43287	0.42872	0.42871	0.47037	0.48688	0.48506	0.42941	0.42872	0.43502	0.48813	0.42947	0.4343	0.41717	0.41692	0.42615	0.43368	0.40819	0.49782	0.41808	0.40736	0.40348	0.40399	0.40187	0.41161	0.40303	0.49416	0.39838	0.38336	0.35701	0.35056	0.50148	0.5045	0.50146	0.85928	0.73081	0.73081	0.73078	0.64099	0.42891	0.1957	0.22594	0.2798	0.24851	0.24912	0.24487	0.24412	0.21918	0.245	0.25454	0.26218	0.27349	0.26328	0.2663	0.26392	0.26387	0.26533	0.26516	0.29267	0.26242	0.2632	0.27124	0.27481	0.27791	0.27856	0.2809	0.36312	0.2786	0.28025	0.26471	0.26616	0.26372	0.26377	0.26533	0.27063	0.26401	0.26661	0.27397	0.26774	0.26906	0.30113	0.26502	0.30709	0.32646	0.32539	0.33338	0.28956	0.31914	0.31488	0.30208	0.30662	0.29429	0.29429	0.13212	0.21005	0.15458	0.26648	0.26648	0.17741	0.15466	0.1641	0.21662	0.21662	0.16228	0.16548	0.16624	0.23616	0.24411	0.25091	0.13944	0.13858	0.13964	0.09593	0.10382	0.10064	0.06065	0.05813	0.04976	0.0572	0.08088	0.05557	0.06228	0.00775	0.01018	0.01645	0.02227	0.01774	0.02912	0.03505	0.04263	0.03835	0.03833	0.03834	0.03834	0.04165	0.04084	0.03869	0.03426	0.03585	0.03675	0.03584	0.00489	0.0	0.00574	0.00409	0.10243	0.10896	0.09545	0.09929	0.10669	0.10175	0.10455	0.09794	0.10896	0.10955	0.10798	0.10088	0.10088	0.10242	0.10252	0.0992	0.10384	0.09912	0.12468	0.12383	0.0453	0.05919	0.05434	0.25989	0.13369	0.13214	0.13214	0.12846	0.14683	0.1045	0.1093	0.1092	0.1113	0.11435	0.1153	0.11699	0.114	0.12515	0.15152	0.13839	0.14188	0.14527	0.14155	0.14264	0.14103	0.14004	0.14082	0.13614	0.14163	0.14	0.1408	0.1408	0.13919	0.14525	0.13264	0.431
Paracoccidioides_brasiliensis	0.50046	0.43777	0.43667	0.43883	0.44528	0.43588	0.52656	0.53484	0.43511	0.43281	0.43281	0.43281	0.43281	0.43509	0.43534	0.43512	0.43697	0.43281	0.4328	0.47446	0.49098	0.48916	0.43351	0.43281	0.43911	0.49223	0.43357	0.4384	0.42127	0.42101	0.43025	0.43778	0.41229	0.50192	0.42218	0.41146	0.40758	0.40809	0.40597	0.4157	0.40712	0.49826	0.40248	0.38746	0.36111	0.35466	0.50557	0.5086	0.50556	0.86338	0.73491	0.73491	0.73488	0.64509	0.43301	0.1998	0.23004	0.28389	0.25261	0.25322	0.24897	0.24822	0.22328	0.2491	0.25864	0.26628	0.27759	0.26738	0.2704	0.26802	0.26797	0.26943	0.26926	0.29676	0.26652	0.2673	0.27534	0.27891	0.28201	0.28266	0.285	0.36722	0.2827	0.28435	0.26881	0.27026	0.26782	0.26787	0.26943	0.27473	0.26811	0.27071	0.27807	0.27184	0.27316	0.30522	0.26912	0.31119	0.33056	0.32949	0.33748	0.29366	0.32323	0.31898	0.30617	0.31071	0.29839	0.29839	0.13622	0.21415	0.15868	0.27058	0.27058	0.18151	0.15876	0.16819	0.22071	0.22072	0.16638	0.16958	0.17034	0.24026	0.24821	0.25501	0.14354	0.14268	0.14374	0.10003	0.10792	0.10474	0.06475	0.06223	0.05386	0.0613	0.08498	0.05967	0.06638	0.01185	0.01428	0.02055	0.02637	0.02184	0.03322	0.03915	0.04673	0.04245	0.04243	0.04243	0.04244	0.04575	0.04494	0.04279	0.03835	0.03995	0.04085	0.03994	0.00899	0.00574	0.0	0.00329	0.10653	0.11306	0.09955	0.10339	0.11079	0.10584	0.10865	0.10204	0.11306	0.11364	0.11208	0.10498	0.10498	0.10652	0.10661	0.1033	0.10794	0.10322	0.12878	0.12793	0.0494	0.06329	0.05844	0.26399	0.13779	0.13624	0.13624	0.13256	0.15093	0.1086	0.11339	0.1133	0.1154	0.11845	0.1194	0.12109	0.1181	0.12925	0.15561	0.14248	0.14598	0.14937	0.14565	0.14674	0.14512	0.14414	0.14492	0.14023	0.14573	0.1441	0.14489	0.1449	0.14329	0.14934	0.13674	0.4351
Paracoccidioides_lutzii	0.49881	0.43613	0.43503	0.43719	0.44363	0.43423	0.52491	0.5332	0.43346	0.43116	0.43116	0.43116	0.43116	0.43345	0.43369	0.43348	0.43532	0.43117	0.43116	0.47282	0.48933	0.48751	0.43186	0.43117	0.43747	0.49058	0.43192	0.43675	0.41962	0.41937	0.4286	0.43613	0.41064	0.50027	0.42053	0.40981	0.40593	0.40644	0.40432	0.41406	0.40548	0.49661	0.40083	0.38581	0.35946	0.35301	0.50393	0.50695	0.50391	0.86173	0.73326	0.73326	0.73323	0.64344	0.43136	0.19815	0.22839	0.28225	0.25096	0.25157	0.24732	0.24657	0.22163	0.24745	0.25699	0.26463	0.27594	0.26573	0.26875	0.26637	0.26632	0.26778	0.26761	0.29512	0.26487	0.26565	0.27369	0.27726	0.28036	0.28101	0.28335	0.36557	0.28105	0.2827	0.26716	0.26861	0.26617	0.26622	0.26778	0.27308	0.26646	0.26906	0.27642	0.27019	0.27151	0.30358	0.26747	0.30954	0.32891	0.32784	0.33583	0.29201	0.32159	0.31733	0.30453	0.30907	0.29674	0.29674	0.13457	0.2125	0.15703	0.26893	0.26893	0.17986	0.15711	0.16655	0.21907	0.21907	0.16473	0.16793	0.16869	0.23861	0.24656	0.25336	0.14189	0.14103	0.14209	0.09838	0.10627	0.10309	0.0631	0.06058	0.05221	0.05965	0.08333	0.05802	0.06473	0.0102	0.01263	0.0189	0.02472	0.02019	0.03157	0.0375	0.04508	0.0408	0.04078	0.04079	0.04079	0.0441	0.04329	0.04114	0.03671	0.0383	0.0392	0.03829	0.00734	0.00409	0.00329	0.0	0.10488	0.11141	0.0979	0.10174	0.10914	0.10419	0.107	0.10039	0.11141	0.112	0.11043	0.10333	0.10333	0.10487	0.10497	0.10165	0.10629	0.10157	0.12713	0.12628	0.04775	0.06164	0.05679	0.26234	0.13614	0.13459	0.13459	0.13091	0.14928	0.10695	0.11174	0.11165	0.11375	0.1168	0.11775	0.11944	0.11645	0.1276	0.15397	0.14083	0.14433	0.14772	0.144	0.14509	0.14348	0.14249	0.14327	0.13859	0.14408	0.14245	0.14325	0.14325	0.14164	0.1477	0.13509	0.43345
Sordaria_macrospora	0.53224	0.46956	0.46846	0.47062	0.47707	0.46766	0.55834	0.56663	0.46689	0.4646	0.46459	0.46459	0.46459	0.46688	0.46712	0.46691	0.46875	0.4646	0.46459	0.50625	0.52276	0.52095	0.4653	0.4646	0.4709	0.52401	0.46536	0.47018	0.45305	0.4528	0.46204	0.46956	0.44408	0.5337	0.45396	0.44325	0.43936	0.43987	0.43776	0.44749	0.43891	0.53004	0.43426	0.41925	0.39289	0.38645	0.53736	0.54038	0.53735	0.89517	0.76669	0.7667	0.76666	0.67688	0.46479	0.23159	0.26182	0.31568	0.28439	0.28501	0.28075	0.28	0.25506	0.28088	0.29043	0.29806	0.30937	0.29916	0.30218	0.2998	0.29975	0.30122	0.30104	0.32855	0.29831	0.29908	0.30713	0.31069	0.31379	0.31445	0.31679	0.39901	0.31449	0.31613	0.30059	0.30204	0.29961	0.29965	0.30121	0.30651	0.29989	0.3025	0.30985	0.30362	0.30494	0.33701	0.3009	0.34297	0.36234	0.36127	0.36927	0.32544	0.35502	0.35076	0.33796	0.3425	0.33017	0.33017	0.168	0.24593	0.19046	0.30237	0.30236	0.21329	0.19054	0.19998	0.2525	0.25251	0.19816	0.20136	0.20212	0.27205	0.27999	0.28679	0.17532	0.17446	0.17552	0.13181	0.1397	0.13653	0.09654	0.09401	0.08564	0.09308	0.11677	0.09145	0.1147	0.10308	0.10551	0.11178	0.11761	0.11307	0.12445	0.13038	0.13796	0.13368	0.13366	0.13367	0.13367	0.13698	0.13617	0.13402	0.12959	0.13118	0.13208	0.13117	0.10568	0.10243	0.10653	0.10488	0.0	0.01021	0.01299	0.01683	0.02424	0.01929	0.04574	0.05374	0.06476	0.06535	0.06378	0.05668	0.05668	0.05823	0.05832	0.055	0.05964	0.05492	0.08048	0.07963	0.07166	0.08555	0.0807	0.29578	0.16957	0.16802	0.16803	0.16434	0.18271	0.14038	0.14518	0.14508	0.14719	0.15024	0.15118	0.15287	0.14988	0.16103	0.1874	0.17427	0.17776	0.18115	0.17743	0.17853	0.17691	0.17592	0.17671	0.17202	0.17751	0.17589	0.17668	0.17668	0.17508	0.18113	0.16852	0.46689
Neurospora_crassa	0.53877	0.47609	0.47499	0.47715	0.48359	0.47419	0.56487	0.57316	0.47342	0.47112	0.47112	0.47112	0.47112	0.47341	0.47365	0.47344	0.47528	0.47113	0.47112	0.51278	0.52929	0.52747	0.47182	0.47113	0.47743	0.53054	0.47188	0.47671	0.45958	0.45933	0.46856	0.47609	0.4506	0.54023	0.46049	0.44977	0.44589	0.4464	0.44428	0.45402	0.44544	0.53657	0.44079	0.42577	0.39942	0.39297	0.54389	0.54691	0.54387	0.90169	0.77322	0.77322	0.77319	0.6834	0.47132	0.23811	0.26835	0.32221	0.29092	0.29153	0.28728	0.28653	0.26159	0.28741	0.29695	0.30459	0.3159	0.30569	0.30871	0.30633	0.30628	0.30774	0.30757	0.33508	0.30483	0.30561	0.31365	0.31722	0.32032	0.32097	0.32331	0.40553	0.32101	0.32266	0.30712	0.30857	0.30613	0.30618	0.30774	0.31304	0.30642	0.30902	0.31638	0.31015	0.31147	0.34354	0.30743	0.3495	0.36887	0.3678	0.37579	0.33197	0.36155	0.35729	0.34449	0.34903	0.3367	0.3367	0.17453	0.25246	0.19699	0.30889	0.30889	0.21982	0.19707	0.20651	0.25903	0.25903	0.20469	0.20789	0.20865	0.27857	0.28652	0.29332	0.18185	0.18099	0.18205	0.13834	0.14623	0.14305	0.10306	0.10054	0.09217	0.09961	0.12329	0.09798	0.12123	0.10961	0.11204	0.11831	0.12413	0.1196	0.13098	0.1369	0.14449	0.14021	0.14019	0.14019	0.1402	0.14351	0.1427	0.14055	0.13611	0.13771	0.13861	0.1377	0.11221	0.10896	0.11306	0.11141	0.01021	0.0	0.01952	0.02336	0.03077	0.02582	0.05226	0.06027	0.07129	0.07188	0.07031	0.06321	0.06321	0.06475	0.06485	0.06153	0.06617	0.06145	0.08701	0.08616	0.07818	0.09208	0.08723	0.3023	0.1761	0.17455	0.17455	0.17087	0.18924	0.14691	0.1517	0.15161	0.15371	0.15676	0.15771	0.1594	0.15641	0.16756	0.19393	0.18079	0.18429	0.18768	0.18396	0.18505	0.18344	0.18245	0.18323	0.17855	0.18404	0.18241	0.18321	0.18321	0.1816	0.18766	0.17505	0.47341
Thermothelomyces_thermophila	0.52526	0.46257	0.46147	0.46363	0.47008	0.46068	0.55136	0.55964	0.45991	0.45761	0.45761	0.45761	0.45761	0.45989	0.46014	0.45992	0.46177	0.45761	0.4576	0.49926	0.51578	0.51396	0.45831	0.45761	0.46391	0.51703	0.45837	0.4632	0.44607	0.44581	0.45505	0.46258	0.43709	0.52672	0.44698	0.43626	0.43238	0.43289	0.43077	0.4405	0.43192	0.52306	0.42728	0.41226	0.38591	0.37946	0.53038	0.5334	0.53036	0.88818	0.75971	0.75971	0.75968	0.66989	0.45781	0.2246	0.25484	0.30869	0.27741	0.27802	0.27377	0.27302	0.24808	0.2739	0.28344	0.29108	0.30239	0.29218	0.2952	0.29282	0.29277	0.29423	0.29406	0.32156	0.29132	0.2921	0.30014	0.30371	0.30681	0.30746	0.3098	0.39202	0.3075	0.30915	0.29361	0.29506	0.29262	0.29267	0.29423	0.29953	0.29291	0.29551	0.30286	0.29664	0.29796	0.33002	0.29392	0.33599	0.35536	0.35429	0.36228	0.31846	0.34803	0.34378	0.33097	0.33551	0.32319	0.32319	0.16102	0.23895	0.18347	0.29538	0.29538	0.20631	0.18356	0.19299	0.24551	0.24552	0.19118	0.19438	0.19514	0.26506	0.27301	0.27981	0.16834	0.16748	0.16854	0.12483	0.13272	0.12954	0.08955	0.08703	0.07866	0.0861	0.10978	0.08447	0.10772	0.09609	0.09853	0.1048	0.11062	0.10609	0.11747	0.12339	0.13097	0.1267	0.12667	0.12668	0.12669	0.12999	0.12919	0.12704	0.1226	0.1242	0.1251	0.12419	0.0987	0.09545	0.09955	0.0979	0.01299	0.01952	0.0	0.00629	0.01369	0.00874	0.03875	0.04676	0.05778	0.05836	0.0568	0.0497	0.0497	0.05124	0.05133	0.04802	0.05266	0.04794	0.07349	0.07265	0.06467	0.07857	0.07372	0.28879	0.16259	0.16104	0.16104	0.15736	0.17573	0.1334	0.13819	0.1381	0.1402	0.14325	0.1442	0.14589	0.1429	0.15405	0.18041	0.16728	0.17078	0.17417	0.17045	0.17154	0.16992	0.16894	0.16972	0.16503	0.17053	0.1689	0.16969	0.1697	0.16809	0.17414	0.16154	0.4599
